name,release_date,price,genres,tags,review_count,review_score_text,review_score,platforms,developers,publishers,category_price,release_year
Half-Demon Shinobi,2024-12-17,99999.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie']",808,Very Positive,7,"['windows', 'mac', 'linux']","['樹懶叫工作室', '紳士吉娃', 'Maker製造機']","['Mango Party', 'LewdLoco', 'Mango Party News']",Paid,2024
ACRES,2023-10-17,130999.0,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",166,Very Positive,7,"['windows', 'mac', 'linux']",['Jimi Games'],['Jimi Games'],Paid,2023
Hoofobia,2024-02-23,90999.0,"['Action', 'Simulation', 'Strategy', 'Early Access']","['Multi-player', 'PvP', 'Online PvP', 'Family Sharing', 'Action', 'Simulation', 'Strategy', 'Early Access']",121,Mostly Positive,5,"['windows', 'mac', 'linux']",['Deathyell Games'],['Deathyell Games'],Paid,2024
Orebound,2024-10-24,206999.0,"['Action', 'Adventure', 'Casual', 'Simulation', 'Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'Simulation', 'Early Access']",378,Very Positive,7,"['windows', 'mac', 'linux']",['Emberforge'],['Emberforge'],Paid,2024
Tails of Iron 2: Whiskers of Winter,2025-01-28,239999.0,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure', 'Indie', 'RPG']",927,Very Positive,7,"['windows', 'mac', 'linux']",['Odd Bug Studio'],['United Label'],Paid,2025
EcoGnomix,2024-09-30,199999.0,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",175,Very Positive,7,"['windows', 'mac', 'linux']",['Irox Games'],"['Untold Tales', 'Gamersky Games']",Paid,2024
Abyss School,2024-01-19,37999.0,['Adventure'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Adventure']",641,Very Positive,7,"['windows', 'mac', 'linux']",['eTIRUe'],['eTIRUe'],Paid,2024
DDinosaur with Double D's,2025-02-26,65000.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie']",373,Very Positive,7,"['windows', 'mac', 'linux']",['Kud'],['Lekker spelen'],Paid,2025
An English Haunting,2024-05-22,122999.0,['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Adventure']",250,Very Positive,7,"['windows', 'mac', 'linux']",['Postmodern Adventures'],"['Postmodern Adventures', 'enComplot']",Paid,2024
Cats Hidden in Georgia,2024-02-11,9699.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie']",690,Very Positive,7,"['windows', 'mac', 'linux']",['Travellin Cats'],['Travellin Cats'],Paid,2024
Midnight Paradise,2024-12-13,152999.0,"['Casual', 'Indie', 'RPG', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Casual', 'Indie', 'RPG', 'Simulation']",272,Very Positive,7,"['windows', 'mac', 'linux']",['Lewdlab'],['Lewdlab'],Paid,2024
Midnight Scenes: A Safe Place,2024-03-19,56499.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Family Sharing', 'Adventure', 'Indie']",166,Very Positive,7,"['windows', 'mac', 'linux']",['White Blanket Games'],['Octavi Navarro'],Paid,2024
WANDERER: Broken Bed,2024-11-15,130999.0,"['Adventure', 'Casual', 'RPG', 'Early Access']","['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Casual', 'RPG', 'Early Access']",188,Mixed,4,"['windows', 'mac', 'linux']",['TopHouse Studio'],['TopHouse Publishing'],Paid,2024
Sledders,2023-12-05,245999.0,"['Racing', 'Simulation', 'Sports', 'Early Access']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing', 'Racing', 'Simulation', 'Sports', 'Early Access']",2876,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Hanki Games'],['Bonus Stage Publishing'],Paid,2023
Anonymous Hacker Simulator,2024-04-03,165999.0,"['Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Indie', 'Simulation']",506,Very Positive,7,"['windows', 'mac', 'linux']",['Sicarius'],"['G-DEVS.com', 'CreativeForge Games']",Paid,2024
Fetish Room 18+,2024-04-27,130999.0,"['Casual', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Casual', 'Indie', 'Simulation']",165,Mixed,4,"['windows', 'mac', 'linux']",['Octo Games'],['Octo Games'],Paid,2024
Sex City: 2069,2024-07-20,130999.0,"['Action', 'Adventure', 'Casual', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'RPG']",142,Mostly Positive,5,"['windows', 'mac', 'linux']",['Octo Games'],['Octo Games'],Paid,2024
Alex Jones: NWO Wars,2024-01-03,183889.0,"['Action', 'Indie']","['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Action', 'Indie']",1680,Very Positive,7,"['windows', 'mac', 'linux']",['NWO Wars Team'],['NWO Wars Team'],Paid,2024
Be My Horde,2024-06-18,47499.0,"['Action', 'Indie', 'Simulation', 'Early Access']","['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Action', 'Indie', 'Simulation', 'Early Access']",816,Very Positive,7,"['windows', 'mac', 'linux']",['Polished Games'],['Polished Games'],Paid,2024
Garten of Banban 6,2023-12-20,90999.0,"['Action', 'Adventure', 'Casual', 'Indie']","['Single-player', 'Partial Controller Support', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'Indie']",1090,Mostly Positive,5,"['windows', 'mac', 'linux']",['Euphoric Brothers'],['Euphoric Brothers'],Paid,2023
Only Climb: Better Together,2023-07-25,47499.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing', 'Action', 'Adventure', 'Indie']",2370,Mixed,4,"['windows', 'mac', 'linux']",['Exbyte Studios'],['Exbyte Studios'],Paid,2023
DICEOMANCER,2024-10-09,130999.0,"['Casual', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie', 'Strategy']",3699,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['超厚皮猪猪 Ultra Piggy Studio'],['Gamera Games'],Paid,2024
Refind Self: The Personality Test Game,2023-11-13,74000.0,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Family Sharing', 'Adventure', 'Casual', 'Indie']",2864,Very Positive,7,"['windows', 'mac', 'linux']",['Lizardry'],['PLAYISM'],Paid,2023
FINAL FANTASY XVI,2024-09-17,729000.0,"['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'HDR available', 'Family Sharing', 'Action', 'RPG']",14503,Very Positive,7,"['windows', 'mac', 'linux']",['Square Enix'],['Square Enix'],Paid,2024
あくありうむ。,2023-10-25,319271.0,['Adventure'],"['Single-player', 'Family Sharing', 'Adventure']",465,Very Positive,7,"['windows', 'mac', 'linux']","['ENTERGRAM,INC.']","['ENTERGRAM,INC.']",Paid,2023
SKIBIDI BACKROOMS,2023-12-10,19499.0,"['Action', 'Adventure', 'Massively Multiplayer', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'HDR available', 'Family Sharing', 'Action', 'Adventure', 'Massively Multiplayer', 'Simulation']",1355,Mixed,4,"['windows', 'mac', 'linux']",['Rosa Special Studio'],['Rosa Special Studio'],Paid,2023
Welcome to Kowloon,2023-08-01,65000.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Indie']",1378,Very Positive,7,"['windows', 'mac', 'linux']","['a1esska', 'Notex', 'N4bA', 'Admia']","['N4bA', 'Notex', 'a1esska', 'Admia']",Paid,2023
Nonsensical Video Generator,2023-07-23,19499.0,['Video Production'],"['Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Video Production']",218,Very Positive,7,"['windows', 'mac', 'linux']",['KiwifruitDev'],['KiwifruitDev'],Paid,2023
Human Farm - Practice Section,2024-03-08,65000.0,"['Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Indie', 'RPG']",126,Positive,6,"['windows', 'mac', 'linux']",['とっくり海月'],['072 Project'],Paid,2024
LuckLand,2023-08-26,82499.0,"['Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Indie', 'Simulation', 'Strategy']",401,Very Positive,7,"['windows', 'mac', 'linux']",['e-Jade'],['e-Jade'],Paid,2023
Repair this!,2024-04-19,65000.0,"['Casual', 'Simulation']","['Single-player', 'Steam Achievements', 'Family Sharing', 'Casual', 'Simulation']",550,Very Positive,7,"['windows', 'mac', 'linux']",['HGISoft'],['HGISoft'],Paid,2024
Chromosome Evil 2,2024-02-15,165999.0,"['RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor', 'Family Sharing', 'RPG', 'Strategy']",203,Very Positive,7,"['windows', 'mac', 'linux']","['S.C. 16 BIT NIGHTS S.R.L.', 'dovganovskiy']",['S.C. 16 BIT NIGHTS S.R.L.'],Paid,2024
Wedding Witch,2023-11-03,47499.0,"['Action', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Action', 'Indie', 'RPG']",3586,Very Positive,7,"['windows', 'mac', 'linux']",['Chowbie'],['Chowbie'],Paid,2023
PERIMETER: Legate Edition,2024-05-20,90999.0,['Strategy'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Family Sharing', 'Strategy']",113,Positive,6,"['windows', 'mac', 'linux']",['K-D Lab'],['Association K-D Lab'],Paid,2024
Fatermyth,2024-04-23,90999.0,"['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie', 'RPG']",433,Positive,6,"['windows', 'mac', 'linux']",['KDream'],"['Merlion Games', 'ETime Studio']",Paid,2024
Terror At Oakheart,2024-02-27,74000.0,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Family Sharing', 'Action', 'Adventure', 'Indie', 'RPG']",180,Very Positive,7,"['windows', 'mac', 'linux']",['Tainted Pact'],['Assemble Entertainment'],Paid,2024
Lost Eidolons: Veil of the Witch,2024-11-05,179999.0,"['Indie', 'RPG', 'Strategy', 'Early Access']","['Single-player', 'Partial Controller Support', 'Family Sharing', 'Indie', 'RPG', 'Strategy', 'Early Access']",379,Very Positive,7,"['windows', 'mac', 'linux']","['Ocean Drive Studio, Inc.']","['Ocean Drive Studio, Inc.', 'Kakao Games']",Paid,2024
Rock Star Life Simulator,2025-01-24,49299.0,"['Casual', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing', 'Casual', 'Indie', 'Simulation']",432,Very Positive,7,"['windows', 'mac', 'linux']",['HOGO Games'],['HOGO Games'],Paid,2025
Tales of Graces f Remastered,2025-01-16,399000.0,"['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Action', 'RPG']",439,Very Positive,7,"['windows', 'mac', 'linux']","['TOSE CO., LTD.']",['Bandai Namco Entertainment'],Paid,2025
Blacksmith. Song of two Kings.,2024-02-13,206999.0,"['Adventure', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie', 'Simulation']",234,Very Positive,7,"['windows', 'mac', 'linux']",['Pavel Leksin'],['Pavel Leksin'],Paid,2024
Stray Path,2025-02-06,130999.0,"['Adventure', 'Casual', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Casual', 'Indie', 'Strategy']",556,Mostly Positive,5,"['windows', 'mac', 'linux']",['chx games'],"['Yogscast Games', 'Gamersky Games']",Paid,2025
Vampires' Melody 2,2023-09-27,37999.0,"['Adventure', 'Casual', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Casual', 'Indie', 'RPG']",778,Mixed,4,"['windows', 'mac', 'linux']",['AsicxArt'],['SakuraGame'],Paid,2023
Joy Life 2,2023-10-13,37999.0,[],"['Single-player', 'Family Sharing']",168,Mixed,4,"['windows', 'mac', 'linux']",['L&P'],['Lovely Games'],Paid,2023
HoneyCome come come party,2023-09-06,525999.0,['Simulation'],"['Single-player', 'Family Sharing', 'Simulation']",146,Mixed,4,"['windows', 'mac', 'linux']",['ILLGAMES'],['ILLGAMES'],Paid,2023
Shadow of the Ninja - Reborn,2024-08-29,165999.0,"['Action', 'Adventure', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing', 'Action', 'Adventure', 'RPG']",458,Very Positive,7,"['windows', 'mac', 'linux']",['NatsumeAtari'],"['NatsumeAtari', 'Edigger', 'ININ']",Paid,2024
Milfy City - Final Edition,2023-11-03,305799.0,"['Adventure', 'Indie']","['Single-player', 'Family Sharing', 'Adventure', 'Indie']",551,Mostly Positive,5,"['windows', 'mac', 'linux']",['ICSTOR'],['ICSTOR'],Paid,2023
Broken Sword - Shadow of the Templars: Reforged,2024-09-19,245999.0,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing', 'Adventure', 'Casual', 'Indie']",472,Very Positive,7,"['windows', 'mac', 'linux']",['Revolution Software Ltd'],['Revolution Software Ltd'],Paid,2024
LumineNight,2024-11-28,206999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie']",109,Positive,6,"['windows', 'mac', 'linux']",['Spickasoft'],['Spickasoft'],Paid,2024
Cats Hidden in Maple Hollow,2023-11-14,9699.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie']",1039,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Travellin Cats'],['Travellin Cats'],Paid,2023
Sex Bar Simulator 🍸🔞,2023-08-26,90999.0,"['Casual', 'Simulation']","['Single-player', 'Family Sharing', 'Casual', 'Simulation']",140,Mostly Positive,5,"['windows', 'mac', 'linux']",['Pirates Of The Digital Sea'],['Pirates Of The Digital Sea'],Paid,2023
Dungeon Inn,2024-11-13,114999.0,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",410,Very Positive,7,"['windows', 'mac', 'linux']",['Cat Society'],['Spiral Up Games'],Paid,2024
KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,2024-06-13,569000.0,"['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure', 'RPG']",6099,Very Positive,7,"['windows', 'mac', 'linux']",['Square Enix'],['Square Enix'],Paid,2024
KINGDOM HEARTS HD 2.8 Final Chapter Prologue,2024-06-13,699000.0,"['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure', 'RPG']",336,Mostly Positive,5,"['windows', 'mac', 'linux']",['Square Enix'],['Square Enix'],Paid,2024
KINGDOM HEARTS III + Re Mind (DLC),2024-06-13,699000.0,"['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure', 'RPG']",1177,Very Positive,7,"['windows', 'mac', 'linux']",['Square Enix'],['Square Enix'],Paid,2024
Call of Sentinels,2024-08-29,74000.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing', 'Action', 'Adventure', 'Indie']",160,Very Positive,7,"['windows', 'mac', 'linux']",['A17 Games'],['A17 Games'],Paid,2024
Castaway,2024-08-16,74000.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure', 'Indie']",169,Mostly Positive,5,"['windows', 'mac', 'linux']",['Canari Games'],['Canari Games'],Paid,2024
Departed Away,2024-01-29,47499.0,"['Casual', 'Indie', 'RPG']","['Single-player', 'Family Sharing', 'Casual', 'Indie', 'RPG']",311,Very Positive,7,"['windows', 'mac', 'linux']",['Alperen Torun'],['Alperen Torun'],Paid,2024
Beyond Hanwell,2024-09-26,206999.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure', 'Indie']",444,Mostly Positive,5,"['windows', 'mac', 'linux']",['Steel Arts Software Ltd'],['Steel Arts Software Ltd'],Paid,2024
Seybul Tech,2023-12-06,9699.0,"['Adventure', 'Casual']","['Single-player', 'Family Sharing', 'Adventure', 'Casual']",107,Very Positive,7,"['windows', 'mac', 'linux']",['Seybul Tech'],['Seybul Tech'],Paid,2023
"Kingdom, Dungeon, and Hero",2024-07-01,245999.0,['Strategy'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing', 'Strategy']",112,Very Positive,7,"['windows', 'mac', 'linux']",['Kraken Studios'],['Kraken Studios'],Paid,2024
How to lose one's virginity,2025-01-17,106999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Family Sharing', 'Adventure', 'Indie']",356,Very Positive,7,"['windows', 'mac', 'linux']",['VisualPointG'],['VisualPointG'],Paid,2025
Nocturnals,2024-09-13,74000.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing', 'Adventure', 'Indie']",666,Very Positive,7,"['windows', 'mac', 'linux']",['Cowboy Toad Games'],['Cowboy Toad Games'],Paid,2024
Satellite Odyssey: Prologue,2024-08-30,19499.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing', 'Adventure', 'Indie']",713,Positive,6,"['windows', 'mac', 'linux']",['Antifreeze Games'],['Antifreeze Games'],Paid,2024
The Stalked,2024-03-28,28999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Family Sharing', 'Adventure', 'Indie']",248,Very Positive,7,"['windows', 'mac', 'linux']",['Korvinrular'],['Korvinrular'],Paid,2024
Hitler is my crush,2023-11-14,9699.0,"['Action', 'Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'Indie']",679,Very Positive,7,"['windows', 'mac', 'linux']",['DarkLight Studio'],['DarkLight Studio'],Paid,2023
Pinball Spire,2024-10-02,130000.0,"['Action', 'Adventure', 'Simulation']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure', 'Simulation']",250,Very Positive,7,"['windows', 'mac', 'linux']",['Apparition Games'],['indie.io'],Paid,2024
Entropy Survivors,2024-12-04,90999.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Action']",261,Very Positive,7,"['windows', 'mac', 'linux']",['Moving Pieces Interactive'],['First Break Labs'],Paid,2024
Filly Astray,2023-11-02,90999.0,['Action'],"['Single-player', 'Full controller support', 'Family Sharing', 'Action']",113,Very Positive,7,"['windows', 'mac', 'linux']",['Bit Assembly'],['Bit Assembly'],Paid,2023
Citadelum,2024-10-17,206999.0,"['Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing', 'Indie', 'Simulation', 'Strategy']",503,Very Positive,7,"['windows', 'mac', 'linux']",['Abylight Barcelona'],['Abylight Studios'],Paid,2024
Sixty Four,2024-03-04,56499.0,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie', 'Simulation', 'Strategy']",1426,Mostly Positive,5,"['windows', 'mac', 'linux']",['Oleg Danilov'],['Playsaurus'],Paid,2024
Let's Go! My Harem Farm,2024-06-21,130999.0,"['Adventure', 'Indie', 'RPG', 'Simulation']","['Single-player', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie', 'RPG', 'Simulation']",163,Mostly Positive,5,"['windows', 'mac', 'linux']",['XO_PROJECT'],['OTAKU Plan'],Paid,2024
The Elder Scrolls Online: Gold Road,2024-06-03,469999.0,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'Family Sharing', 'Action', 'Adventure', 'Massively Multiplayer', 'RPG']",298,Mostly Negative,3,"['windows', 'mac', 'linux']",['ZeniMax Online Studios'],['Bethesda Softworks'],Paid,2024
Heat Death: Survival Train,2024-12-12,106999.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']","['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",408,Very Positive,7,"['windows', 'mac', 'linux']",['Mass Game Devs'],['LightOnDevs'],Paid,2024
Beltmatic,2024-03-29,65000.0,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie', 'Simulation', 'Strategy']",1261,Very Positive,7,"['windows', 'mac', 'linux']",['Notional Games'],['Notional Games'],Paid,2024
Cats Huddled Together,2023-12-15,19499.0,"['Casual', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie', 'Simulation']",309,Positive,6,"['windows', 'mac', 'linux']",['Catnip studio'],['Catnip studio'],Paid,2023
No Case Should Remain Unsolved,2024-01-17,65000.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie']",6289,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Somi'],['Somi'],Paid,2024
GRIDROAD,2024-12-09,90999.0,"['Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing', 'Indie', 'Simulation', 'Strategy']",241,Very Positive,7,"['windows', 'mac', 'linux']",['RAJACORP'],['RAJACORP'],Paid,2024
Super Algebrawl,2024-01-18,56499.0,"['Adventure', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie', 'Strategy']",150,Very Positive,7,"['windows', 'mac', 'linux']",['PUNKCAKE Délicieux'],['PUNKCAKE Délicieux'],Paid,2024
Planet Coaster 2,2024-11-06,375999.0,"['Simulation', 'Strategy']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HDR available', 'Family Sharing', 'Simulation', 'Strategy']",7358,Mixed,4,"['windows', 'mac', 'linux']",['Frontier Developments'],['Frontier Developments'],Paid,2024
Gladio Mori,2024-11-26,139999.0,"['Action', 'Simulation', 'Early Access']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Partial Controller Support', 'Family Sharing', 'Action', 'Simulation', 'Early Access']",303,Very Positive,7,"['windows', 'mac', 'linux']",['Plebeian Studio'],"['Bonus Stage Publishing', 'Korgi Digital (China)']",Paid,2024
FURRY BACKROOMS,2024-03-25,28999.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Partial Controller Support', 'HDR available', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation']",428,Mostly Positive,5,"['windows', 'mac', 'linux']",['Rosa Special Studio'],['Rosa Special Studio'],Paid,2024
CRUEL,2025-01-09,90999.0,"['Action', 'Indie']","['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Action', 'Indie']",810,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['James Dornan'],['James Dornan'],Paid,2025
Rooftops & Alleys: The Parkour Game,2024-05-21,179000.0,"['Indie', 'Simulation', 'Sports', 'Early Access']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Full controller support', 'Steam Cloud', 'Family Sharing', 'Indie', 'Simulation', 'Sports', 'Early Access']",4788,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['MLMEDIA'],['MLMEDIA'],Paid,2024
彼方的她-Aliya,2024-04-25,28999.0,"['Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Indie', 'RPG']",5284,Very Positive,7,"['windows', 'mac', 'linux']",['TDGame Studio'],['Anotherindie'],Paid,2024
沦陷,2024-10-20,90999.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",164,Positive,6,"['windows', 'mac', 'linux']",['谭浩翔'],['谭浩翔'],Paid,2024
Some Goodbyes We Made,2024-10-24,47499.0,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Family Sharing', 'Adventure', 'Casual', 'Indie']",113,Positive,6,"['windows', 'mac', 'linux']","['Safe Flight Games', 'Joey Schutz']","['Safe Flight Games', 'Joey Schutz']",Paid,2024
