name,release_date,price,genres,tags,review_count,review_score_text,review_score,platforms,developers,publishers,category_price,release_year
Counter-Strike,2000-11-01,69999.0,['Action'],"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Valve Anti-Cheat enabled', 'Family Sharing', 'Action']",158708,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2000
Team Fortress Classic,1999-04-01,47499.0,['Action'],"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Valve Anti-Cheat enabled', 'Remote Play Together', 'Family Sharing', 'Action']",6492,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,1999
Day of Defeat,2003-05-01,47499.0,['Action'],"['Multi-player', 'Valve Anti-Cheat enabled', 'Family Sharing', 'Action']",4234,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2003
Deathmatch Classic,2001-06-01,47499.0,['Action'],"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Valve Anti-Cheat enabled', 'Remote Play Together', 'Family Sharing', 'Action']",2291,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2001
Half-Life: Opposing Force,1999-11-01,47499.0,['Action'],"['Single-player', 'Multi-player', 'Valve Anti-Cheat enabled', 'Family Sharing', 'Action']",21741,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Gearbox Software'],['Valve'],Paid,1999
Ricochet,2000-11-01,47499.0,['Action'],"['Multi-player', 'PvP', 'Online PvP', 'Valve Anti-Cheat enabled', 'Family Sharing', 'Action']",4284,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2000
Half-Life,1998-11-19,69999.0,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing', 'Action']",103508,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,1998
Counter-Strike: Condition Zero,2004-03-01,69999.0,['Action'],"['Single-player', 'Multi-player', 'Valve Anti-Cheat enabled', 'Family Sharing', 'Action']",19529,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2004
Counter-Strike: Condition Zero Deleted Scenes,2004-03-01,69999.0,['Action'],"['Single-player', 'Multi-player', 'Valve Anti-Cheat enabled', 'Family Sharing', 'Action']",19529,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2004
Half-Life: Blue Shift,2001-06-01,47499.0,['Action'],"['Single-player', 'Family Sharing', 'Action']",16019,Very Positive,7,"['windows', 'mac', 'linux']",['Gearbox Software'],['Valve'],Paid,2001
Half-Life 2,2004-11-16,90999.0,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing', 'Steam Timeline', 'Action']",177655,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2004
Counter-Strike: Source,2004-11-01,90999.0,['Action'],"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Family Sharing', 'Action']",124768,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2004
Half-Life: Source,2004-06-01,90999.0,['Action'],"['Single-player', 'Remote Play Together', 'Family Sharing', 'Action']",13923,Mixed,4,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2004
Day of Defeat: Source,2010-07-12,90999.0,['Action'],"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Family Sharing', 'Action']",15171,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2010
Half-Life 2: Deathmatch,2004-11-01,0.0,['Action'],"['Multi-player', 'Valve Anti-Cheat enabled', 'Includes Source SDK', 'Family Sharing', 'Action']",9463,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Free,2004
Half-Life 2: Lost Coast,2005-10-27,0.0,['Action'],"['Single-player', 'Commentary available', 'Family Sharing', 'Action']",10718,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Free,2005
Half-Life Deathmatch: Source,2006-05-01,90999.0,['Action'],"['Multi-player', 'Valve Anti-Cheat enabled', 'Family Sharing', 'Action']",3833,Mostly Positive,5,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2006
Half-Life 2: Episode One,2006-06-01,0.0,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Stats', 'Includes Source SDK', 'Commentary available', 'Family Sharing', 'Action']",26362,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Free,2006
Portal,2007-10-10,90999.0,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Includes level editor', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing', 'Action']",150716,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2007
Half-Life 2: Episode Two,2007-10-10,0.0,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Stats', 'Includes Source SDK', 'Commentary available', 'Family Sharing', 'Action']",34367,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Free,2007
Team Fortress 2,2007-10-10,0.0,"['Action', 'Free To Play']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'In-App Purchases', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Action', 'Free To Play']",41674,Mostly Positive,5,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Free,2007
Left 4 Dead,2008-11-17,90999.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes Source SDK', 'Commentary available', 'Remote Play on TV', 'Family Sharing', 'Action']",51207,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2008
Left 4 Dead 2,2009-11-16,90999.0,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline', 'Action']",721002,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2009
Dota 2,2013-07-09,0.0,"['Action', 'Strategy', 'Free To Play']","['Multi-player', 'Co-op', 'Steam Trading Cards', 'Steam Workshop', 'SteamVR Collectibles', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Steam Timeline', 'Action', 'Strategy', 'Free To Play']",14339,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Free,2013
Portal 2,2011-04-18,90999.0,"['Action', 'Adventure']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Action', 'Adventure']",355168,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Paid,2011
Alien Swarm,2010-07-19,0.0,"['Action', 'Free To Play']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Captions available', 'Steam Cloud', 'Stats', 'Includes level editor', 'Action', 'Free To Play']",300,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Free,2010
Counter-Strike 2,2012-08-21,0.0,"['Action', 'Free To Play']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline', 'Action', 'Free To Play']",4423341,Very Positive,7,"['windows', 'mac', 'linux']",['Valve'],['Valve'],Free,2012
Plants vs. Zombies: Game of the Year,2009-05-05,45999.0,['Strategy'],"['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing', 'Strategy']",126333,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']","['PopCap Games, Inc.']","['PopCap Games, Inc.', 'Electronic Arts']",Paid,2009
Escape Rosecliff Island,2009-04-15,45999.0,['Casual'],"['Single-player', 'Family Sharing', 'Casual']",138,Very Positive,7,"['windows', 'mac', 'linux']",['SpinTop Games'],"['PopCap Games, Inc.']",Paid,2009
Zuma's Revenge,2009-09-15,45999.0,"['Action', 'Casual']","['Single-player', 'Steam Achievements', 'Stats', 'Family Sharing', 'Action', 'Casual']",2403,Very Positive,7,"['windows', 'mac', 'linux']","['PopCap Games, Inc.']","['PopCap Games, Inc.', 'Electronic Arts']",Paid,2009
Sniper Elite,2009-07-16,69999.0,['Action'],"['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Action']",3219,Mostly Positive,5,"['windows', 'mac', 'linux']",['Rebellion'],['Rebellion'],Paid,2009
Judge Dredd: Dredd vs Death,2009-03-26,69999.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Family Sharing', 'Action']",1003,Very Positive,7,"['windows', 'mac', 'linux']",['Rebellion'],['Rebellion'],Paid,2009
Evil Genius,2009-06-22,89999.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",2945,Very Positive,7,"['windows', 'mac', 'linux']",['Elixir Studios'],['Rebellion'],Paid,2009
Aliens versus Predator Classic 2000,2010-01-15,47499.0,['Action'],"['Single-player', 'Multi-player', 'Family Sharing', 'Action']",2315,Very Positive,7,"['windows', 'mac', 'linux']",['Rebellion'],['Rebellion'],Paid,2010
Advent Rising,2006-09-14,69999.0,['Action'],"['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Action']",382,Mostly Positive,5,"['windows', 'mac', 'linux']","['GlyphX Games', 'Cavetap']",['Ziggurat'],Paid,2006
BloodRayne,2006-09-14,0.0,['Action'],"['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Action']",467,Mostly Positive,5,"['windows', 'mac', 'linux']",['Terminal Reality'],['Ziggurat'],Free,2006
BloodRayne 2,2006-09-14,0.0,['Action'],"['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Action']",356,Mixed,4,"['windows', 'mac', 'linux']",['Terminal Reality'],['Ziggurat'],Free,2006
Psychonauts,2006-10-11,89999.0,['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing', 'Action']",11017,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Double Fine Productions'],['Double Fine Productions'],Paid,2006
Sid Meier's Civilization IV,2006-10-25,199999.0,['Strategy'],"['Single-player', 'Multi-player', 'Includes level editor', 'Family Sharing', 'Strategy']",2498,Very Positive,7,"['windows', 'mac', 'linux']",['Firaxis Games'],['2K'],Paid,2006
Sid Meier's Civilization III: Complete,2006-10-25,47499.0,['Strategy'],"['Single-player', 'Multi-player', 'Includes level editor', 'Family Sharing', 'Strategy']",5120,Very Positive,7,"['windows', 'mac', 'linux']",['Firaxis Games'],['2K'],Paid,2006
Sid Meier's Pirates!,2005-07-11,89999.0,['RPG'],"['Single-player', 'Family Sharing', 'RPG']",5564,Very Positive,7,"['windows', 'mac', 'linux']",['Firaxis Games'],['2K'],Paid,2005
Shattered Union,2006-10-25,47499.0,['Strategy'],"['Single-player', 'Multi-player', 'Family Sharing', 'Strategy']",142,Mixed,4,"['windows', 'mac', 'linux']",['PopTop'],['2K'],Paid,2006
CivCity: Rome,2007-04-06,89999.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",727,Mostly Positive,5,"['windows', 'mac', 'linux']","['FireFly Studios', 'Firaxis Games']",['2K'],Paid,2007
Sid Meier's Civilization IV: Warlords,2007-04-06,199999.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",344,Very Positive,7,"['windows', 'mac', 'linux']",['Firaxis Games'],['2K'],Paid,2007
Garry's Mod,2006-11-29,89999.0,"['Casual', 'Indie', 'Simulation']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Includes Source SDK', 'Remote Play on Tablet', 'Family Sharing', 'Casual', 'Indie', 'Simulation']",986502,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Facepunch Studios'],['Valve'],Paid,2006
Silverfall,2007-03-20,44000.0,['RPG'],"['Single-player', 'Family Sharing', 'RPG']",127,Mixed,4,"['windows', 'mac', 'linux']",['Monte Cristo'],['Focus Entertainment'],Paid,2007
City Life 2008,2008-09-29,89000.0,"['Simulation', 'Strategy']","['Single-player', 'Family Sharing', 'Simulation', 'Strategy']",214,Mixed,4,"['windows', 'mac', 'linux']",['Monte Cristo'],['Focus Entertainment'],Paid,2008
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,139999.0,"['Action', 'RPG']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Steam Cloud', 'Family Sharing', 'Action', 'RPG']",36750,Very Positive,7,"['windows', 'mac', 'linux']",['GSC Game World'],['GSC Game World'],Paid,2007
Full Spectrum Warrior,2007-07-17,89999.0,"['Action', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Family Sharing', 'Action', 'Strategy']",246,Mostly Positive,5,"['windows', 'mac', 'linux']",['Pandemic Studios'],['THQ Nordic'],Paid,2007
Full Spectrum Warrior: Ten Hammers,2007-07-17,89999.0,"['Action', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Family Sharing', 'Action', 'Strategy']",191,Mixed,4,"['windows', 'mac', 'linux']",['Pandemic Studios'],['THQ Nordic'],Paid,2007
Company of Heroes - Legacy Edition,2007-07-17,267999.0,"['Action', 'Strategy']","['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing', 'Action', 'Strategy']",4532,Very Positive,7,"['windows', 'mac', 'linux']",['Relic Entertainment'],['SEGA'],Paid,2007
"Warhammer 40,000: Dawn of War - Anniversary Edition",2007-08-07,270000.0,['Strategy'],"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Strategy']",8017,Very Positive,7,"['windows', 'mac', 'linux']",['Relic Entertainment'],['SEGA'],Paid,2007
"Warhammer 40,000: Dawn of War - Dark Crusade",2007-08-07,0.0,['Strategy'],"['Single-player', 'Multi-player', 'Steam Cloud', 'Family Sharing', 'Strategy']",7080,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Relic Entertainment'],['SEGA'],Free,2007
Total War: MEDIEVAL II - Definitive Edition,2006-11-15,225999.0,['Strategy'],"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Family Sharing', 'Strategy']",24490,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']","['CREATIVE ASSEMBLY', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']","['SEGA', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']",Paid,2006
Condemned: Criminal Origins,2012-10-29,115999.0,['Action'],"['Single-player', 'Family Sharing', 'Action']",2618,Very Positive,7,"['windows', 'mac', 'linux']",['Monolith'],['SEGA'],Paid,2012
Rome: Total War,2007-08-28,0.0,['Strategy'],"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Family Sharing', 'Strategy']",12523,Very Positive,7,"['windows', 'mac', 'linux']",['CREATIVE ASSEMBLY'],['SEGA'],Free,2007
Rome: Total War - Alexander,2007-08-28,0.0,['Strategy'],"['Single-player', 'Multi-player', 'Family Sharing', 'Strategy']",740,Mostly Positive,5,"['windows', 'mac', 'linux']",['The Creative Assembly'],['SEGA'],Free,2007
Medieval II: Total War Kingdoms,2007-08-28,225999.0,['Strategy'],"['Single-player', 'Multi-player', 'Family Sharing', 'Strategy']",543,Very Positive,7,"['windows', 'mac', 'linux']","['The Creative Assembly', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']","['SEGA', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']",Paid,2007
Heroes of Annihilated Empires,2006-11-22,59999.0,['Strategy'],"['Single-player', 'Multi-player', 'Family Sharing', 'Strategy']",525,Very Positive,7,"['windows', 'mac', 'linux']",['GSC Game World'],['GSC Game World'],Paid,2006
Cossacks: Back to War,2010-09-02,49999.0,['Strategy'],"['Single-player', 'Multi-player', 'Family Sharing', 'Strategy']",2408,Very Positive,7,"['windows', 'mac', 'linux']",['GSC Game World'],['GSC World Publishing'],Paid,2010
Cossacks: Art of War,2011-08-26,49999.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",284,Very Positive,7,"['windows', 'mac', 'linux']",['GSC Game World'],['GSC World Publishing'],Paid,2011
Cossacks: European Wars,2011-08-26,49999.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",494,Mostly Positive,5,"['windows', 'mac', 'linux']",['GSC Game World'],['GSC World Publishing'],Paid,2011
Cossacks II: Battle for Europe,2011-08-26,49999.0,['Strategy'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Remote Play Together', 'Family Sharing', 'Strategy']",908,Mostly Positive,5,"['windows', 'mac', 'linux']",['GSC Game World'],['GSC World Publishing'],Paid,2011
X-COM: UFO Defense,2008-09-04,45999.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",3003,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']","['MicroProse Software, Inc']",['2K'],Paid,2008
X-COM: Enforcer,2008-09-04,45999.0,['Strategy'],"['Single-player', 'Multi-player', 'Family Sharing', 'Strategy']",286,Mixed,4,"['windows', 'mac', 'linux']","['MicroProse Software, Inc']",['2K'],Paid,2008
Stubbs the Zombie in Rebel Without a Pulse,2021-03-16,165999.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing', 'Action']",1489,Very Positive,7,"['windows', 'mac', 'linux']",['Aspyr'],['Aspyr'],Paid,2021
Men of War,2009-05-06,47499.0,['Strategy'],"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor', 'Family Sharing', 'Strategy']",3051,Very Positive,7,"['windows', 'mac', 'linux']","['Best Way', 'Digitalmindsoft']",['Fulqrum Publishing'],Paid,2009
NecroVisioN,2009-05-20,47499.0,['Action'],"['Single-player', 'Multi-player', 'Steam Cloud', 'Family Sharing', 'Action']",1216,Mixed,4,"['windows', 'mac', 'linux']",['The Farm 51'],['Fulqrum Publishing'],Paid,2009
Call of Duty 4: Modern Warfare (2007),2007-11-12,299000.0,['Action'],"['Single-player', 'Multi-player', 'Family Sharing', 'Action']",19943,Very Positive,7,"['windows', 'mac', 'linux']",['Infinity Ward'],['Activision'],Paid,2007
Tomb Raider: Anniversary,2007-06-05,97000.0,"['Action', 'Adventure']","['Single-player', 'Full controller support', 'Family Sharing', 'Action', 'Adventure']",5897,Very Positive,7,"['windows', 'mac', 'linux']",['Crystal Dynamics'],['Crystal Dynamics'],Paid,2007
Championship Manager 2008,2007-11-02,54000.0,['Sports'],"['Single-player', 'Multi-player', 'Family Sharing', 'Sports']",127,Very Positive,7,"['windows', 'mac', 'linux']",['Beautiful Game Studios'],['Square Enix'],Paid,2007
Kane & Lynch: Dead Men,2007-12-13,0.0,['Action'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing', 'Action']",2576,Mixed,4,"['windows', 'mac', 'linux']",['IO Interactive'],['Square Enix'],Free,2007
Conflict: Denied Ops,2008-02-08,55999.0,['Action'],"['Single-player', 'Family Sharing', 'Action']",367,Mixed,4,"['windows', 'mac', 'linux']",['Pivotal Games'],['Square Enix'],Paid,2008
Tomb Raider: Underworld,2008-11-21,97000.0,"['Action', 'Adventure']","['Single-player', 'Full controller support', 'Family Sharing', 'Action', 'Adventure']",5437,Mostly Positive,5,"['windows', 'mac', 'linux']",['Crystal Dynamics'],['Crystal Dynamics'],Paid,2008
Battlestations: Pacific,2009-05-12,0.0,"['Action', 'Strategy']","['Single-player', 'Multi-player', 'Partial Controller Support', 'Action', 'Strategy']",2247,Mixed,4,"['windows', 'mac', 'linux']",['Eidos Studio Hungary'],['Square Enix'],Free,2009
Just Cause 2,2010-03-23,107299.0,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing', 'Action', 'Adventure']",40120,Very Positive,7,"['windows', 'mac', 'linux']",['Avalanche Studios'],['Square Enix'],Paid,2010
Telltale Texas Hold'Em,2008-06-17,9699.0,['Casual'],"['Single-player', 'Family Sharing', 'Casual']",169,Mostly Positive,5,"['windows', 'mac', 'linux']",['Telltale'],['Telltale'],Paid,2008
Geometry Wars: Retro Evolved,2007-06-18,60000.0,['Casual'],"['Single-player', 'Full controller support', 'Remote Play on TV', 'Family Sharing', 'Casual']",937,Very Positive,7,"['windows', 'mac', 'linux']",['Bizarre Creations'],['Activision'],Paid,2007
EVE Online,2010-12-15,0.0,"['Action', 'Massively Multiplayer', 'RPG', 'Strategy', 'Free To Play']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Action', 'Massively Multiplayer', 'RPG', 'Strategy', 'Free To Play']",7595,Mostly Positive,5,"['windows', 'mac', 'linux']",['CCP'],['CCP'],Free,2010
RACE 07,2007-10-15,74000.0,['Racing'],"['Single-player', 'Multi-player', 'Family Sharing', 'Racing']",1195,Very Positive,7,"['windows', 'mac', 'linux']",['SimBin'],['SimBin'],Paid,2007
GTR 2 - FIA GT Racing Game,2012-12-12,74000.0,"['Racing', 'Simulation', 'Sports']","['Single-player', 'Multi-player', 'Family Sharing', 'Racing', 'Simulation', 'Sports']",240,Very Positive,7,"['windows', 'mac', 'linux']",['SimBin Studios AB'],['SimBin'],Paid,2012
Sid Meier's Civilization IV: Beyond the Sword,2007-07-24,199999.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",3428,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Firaxis Games'],['2K'],Paid,2007
BioShock 2,2010-02-09,135999.0,['Action'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Remote Play on TV', 'Family Sharing', 'Action']",10853,Very Positive,7,"['windows', 'mac', 'linux']","['2K Marin', '2K China', 'Digital Extremes', '2K Australia']",['2K'],Paid,2010
BioShock Infinite,2013-03-25,199999.0,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing', 'Action']",104694,Very Positive,7,"['windows', 'mac', 'linux']","['Irrational Games', 'Virtual Programming (Linux)']",['2K'],Paid,2013
Freedom Force,2009-05-29,47499.0,"['RPG', 'Strategy']","['Single-player', 'Multi-player', 'Family Sharing', 'RPG', 'Strategy']",417,Mixed,4,"['windows', 'mac', 'linux']",['Irrational Games'],['2K'],Paid,2009
Freedom Force vs. the 3rd Reich,2009-05-29,47499.0,"['RPG', 'Strategy']","['Single-player', 'Multi-player', 'Family Sharing', 'RPG', 'Strategy']",237,Very Positive,7,"['windows', 'mac', 'linux']",['Irrational Games'],['2K'],Paid,2009
Sid Meier's Civilization V,2010-09-23,199999.0,['Strategy'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing', 'Strategy']",123247,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']","['Firaxis Games', 'Aspyr (Mac)', 'Aspyr (Linux)']","['2K', 'Aspyr (Mac)', 'Aspyr (Linux)']",Paid,2010
Borderlands GOTY,2023-08-31,319000.0,"['Action', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Action', 'RPG']",19869,Very Positive,7,"['windows', 'mac', 'linux']",['Gearbox Software'],['2K'],Paid,2023
Return to Castle Wolfenstein,2007-08-03,66500.0,['Action'],"['Single-player', 'Multi-player', 'Steam Cloud', 'Family Sharing', 'Action']",7150,Very Positive,7,"['windows', 'mac', 'linux']",['Gray Matter Studios'],['Bethesda Softworks'],Paid,2007
DOOM 3,2007-08-03,0.0,['Action'],"['Single-player', 'Multi-player', 'Steam Cloud', 'Family Sharing', 'Action']",6667,Very Positive,7,"['windows', 'mac', 'linux']",['id Software'],['id Software'],Free,2007
HeXen II,2007-08-03,45999.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'LAN Co-op', 'Steam Cloud', 'Family Sharing', 'Action']",507,Mostly Positive,5,"['windows', 'mac', 'linux']",['Raven Software'],['id Software'],Paid,2007
Commander Keen Complete Pack,2007-08-03,45999.0,['Action'],"['Single-player', 'Steam Cloud', 'Family Sharing', 'Action']",1382,Very Positive,7,"['windows', 'mac', 'linux']",['id Software'],['id Software'],Paid,2007
RAGE,2011-10-03,133000.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing', 'Action']",11627,Mostly Positive,5,"['windows', 'mac', 'linux']",['id Software'],['Bethesda Softworks'],Paid,2011
Rage,2011-10-03,133000.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing', 'Action']",11627,Mostly Positive,5,"['windows', 'mac', 'linux']",['id Software'],['Bethesda Softworks'],Paid,2011
"Warhammer 40,000: Dawn of War - Winter Assault",2007-08-07,0.0,['Strategy'],"['Single-player', 'Multi-player', 'Family Sharing', 'Strategy']",1779,Very Positive,7,"['windows', 'mac', 'linux']",['Relic Entertainment'],['SEGA'],Free,2007
Company of Heroes: Opposing Fronts,2007-09-24,200000.0,"['Action', 'Strategy']","['Single-player', 'Multi-player', 'Steam Cloud', 'Family Sharing', 'Action', 'Strategy']",751,Very Positive,7,"['windows', 'mac', 'linux']",['Relic Entertainment'],['SEGA'],Paid,2007
Tom Clancy's Ghost Recon,2008-07-15,99000.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Family Sharing', 'Action']",1401,Very Positive,7,"['windows', 'mac', 'linux']",['Red Storm Entertainment'],['Ubisoft'],Paid,2008
